Using device: mps
Initializing model and data...
/Users/joaoesteves/mli/MLTransformersCaption/08_train_explained_wandb.py:37: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(device == 'cuda' or device == 'mps'))
/Users/joaoesteves/mli/CaptionMe/venv/lib/python3.13/site-packages/torch/amp/grad_scaler.py:136: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  warnings.warn(
Starting training for 20 epochs with Cross-Attention...

--- Epoch 1/20 ---
  Step 0, Loss: 11.8172
  Step 20, Loss: 4.7281
  Step 40, Loss: 4.2937
  Step 60, Loss: 4.5083
  Step 80, Loss: 4.2419
  Step 100, Loss: 4.2338
  Step 120, Loss: 4.5860
  Step 140, Loss: 3.4512
  Step 160, Loss: 4.3421
  Step 180, Loss: 3.8789
  Step 200, Loss: 2.6915
  Step 220, Loss: 3.7444
  Step 240, Loss: 3.0083
  Step 260, Loss: 3.8305
  Step 280, Loss: 3.4247
  Step 300, Loss: 2.3713
  Step 320, Loss: 2.9484
  Step 340, Loss: 3.8400
  Step 360, Loss: 3.3665
  Step 380, Loss: 2.6830
  Step 400, Loss: 2.8997
  Step 420, Loss: 3.7746
  Step 440, Loss: 2.6528
  Step 460, Loss: 3.6244
  Step 480, Loss: 3.1677
  Step 500, Loss: 3.1045
  Step 520, Loss: 2.9027
  Step 540, Loss: 3.1160
  Step 560, Loss: 3.0922
  Step 580, Loss: 3.4323
  Step 600, Loss: 2.7772
  Step 620, Loss: 3.2734
  Step 640, Loss: 3.1739
  Step 660, Loss: 3.0244
  Step 680, Loss: 2.5427
  Step 700, Loss: 2.4284
  Step 720, Loss: 2.6852
  Step 740, Loss: 3.1283
  Step 760, Loss: 2.8948
  Step 780, Loss: 3.3352
  Step 800, Loss: 2.3463
  Step 820, Loss: 2.9978
  Step 840, Loss: 3.1313
  Step 860, Loss: 3.2049
  Step 880, Loss: 3.1282
  Step 900, Loss: 3.1556
  Step 920, Loss: 2.2737
  Step 940, Loss: 3.0841
  Step 960, Loss: 2.8760
  Step 980, Loss: 2.9218
  Step 1000, Loss: 2.6628
  Step 1020, Loss: 2.1020
  Step 1040, Loss: 2.7820
  Step 1060, Loss: 3.0695
  Step 1080, Loss: 2.6736
  Step 1100, Loss: 1.9448
  Step 1120, Loss: 3.1016
  Step 1140, Loss: 2.9120
  Step 1160, Loss: 3.2063
  Step 1180, Loss: 3.1294
  Step 1200, Loss: 2.5506
  Step 1220, Loss: 1.9035
  Step 1240, Loss: 3.2335
  Step 1260, Loss: 2.9877
  Step 1280, Loss: 2.2919
  Step 1300, Loss: 2.6026
  Step 1320, Loss: 2.7666
  Step 1340, Loss: 3.1526
  Step 1360, Loss: 2.6098
  Step 1380, Loss: 2.7252
  Step 1400, Loss: 3.4811
  Step 1420, Loss: 2.5756
  Step 1440, Loss: 2.5923
  Step 1460, Loss: 3.3012
  Step 1480, Loss: 2.8683
  Step 1500, Loss: 3.2516
  Step 1520, Loss: 3.0794
  Step 1540, Loss: 1.9395
  Step 1560, Loss: 2.6543
  Step 1580, Loss: 2.8584
  Step 1600, Loss: 2.0000
  Step 1620, Loss: 1.9844
  Step 1640, Loss: 2.2036
  Step 1660, Loss: 2.1036
  Step 1680, Loss: 2.4266
  Step 1700, Loss: 2.8803
  Step 1720, Loss: 3.3547
  Step 1740, Loss: 2.9404
  Step 1760, Loss: 2.6476
  Step 1780, Loss: 2.2721
  Step 1800, Loss: 2.8870
  Step 1820, Loss: 2.8963
  Step 1840, Loss: 2.5774
  Step 1860, Loss: 2.6391
  Step 1880, Loss: 2.7379
  Step 1900, Loss: 2.4538
  Step 1920, Loss: 2.6097
  Step 1940, Loss: 2.6433
  Step 1960, Loss: 3.0325
  Step 1980, Loss: 2.6103
  Step 2000, Loss: 2.2845
  Step 2020, Loss: 2.1799

--- Epoch 2/20 ---
  Step 0, Loss: 2.8922
  Step 20, Loss: 2.4091
  Step 40, Loss: 2.2964
  Step 60, Loss: 2.8027
  Step 80, Loss: 2.5298
  Step 100, Loss: 2.5897
  Step 120, Loss: 3.1230
  Step 140, Loss: 2.4465
  Step 160, Loss: 2.9816
  Step 180, Loss: 2.8896
  Step 200, Loss: 2.0428
  Step 220, Loss: 2.7542
  Step 240, Loss: 2.2751
  Step 260, Loss: 2.7697
  Step 280, Loss: 2.7725
  Step 300, Loss: 1.8437
  Step 320, Loss: 2.2864
  Step 340, Loss: 3.0604
  Step 360, Loss: 2.6865
  Step 380, Loss: 2.2527
  Step 400, Loss: 2.3413
  Step 420, Loss: 3.1487
  Step 440, Loss: 2.1095
  Step 460, Loss: 3.0330
  Step 480, Loss: 2.6557
  Step 500, Loss: 2.6258
  Step 520, Loss: 2.4167
  Step 540, Loss: 2.5465
  Step 560, Loss: 2.4749
  Step 580, Loss: 2.8271
  Step 600, Loss: 2.3328
  Step 620, Loss: 2.7180
  Step 640, Loss: 2.5111
  Step 660, Loss: 2.6271
  Step 680, Loss: 2.1640
  Step 700, Loss: 2.0535
  Step 720, Loss: 2.2392
  Step 740, Loss: 2.5777
  Step 760, Loss: 2.4732
  Step 780, Loss: 2.8555
  Step 800, Loss: 1.9823
  Step 820, Loss: 2.4919
  Step 840, Loss: 2.6425
  Step 860, Loss: 2.7924
  Step 880, Loss: 2.5961
  Step 900, Loss: 2.6795
  Step 920, Loss: 1.8714
  Step 940, Loss: 2.5673
  Step 960, Loss: 2.3814
  Step 980, Loss: 2.4649
  Step 1000, Loss: 2.3288
  Step 1020, Loss: 1.8798
  Step 1040, Loss: 2.3270
  Step 1060, Loss: 2.6607
  Step 1080, Loss: 2.1712
  Step 1100, Loss: 1.6083
  Step 1120, Loss: 2.6588
  Step 1140, Loss: 2.5497
  Step 1160, Loss: 2.7061
  Step 1180, Loss: 2.7191
  Step 1200, Loss: 2.1675
  Step 1220, Loss: 1.4965
  Step 1240, Loss: 2.6995
  Step 1260, Loss: 2.6546
  Step 1280, Loss: 1.9473
  Step 1300, Loss: 2.2956
  Step 1320, Loss: 2.3726
  Step 1340, Loss: 2.8293
  Step 1360, Loss: 2.3109
  Step 1380, Loss: 2.3256
  Step 1400, Loss: 3.1690
  Step 1420, Loss: 2.2131
  Step 1440, Loss: 2.2208
  Step 1460, Loss: 2.9437
  Step 1480, Loss: 2.4484
  Step 1500, Loss: 2.9905
  Step 1520, Loss: 2.7978
  Step 1540, Loss: 1.6976
  Step 1560, Loss: 2.2923
  Step 1580, Loss: 2.5666
  Step 1600, Loss: 1.8220
  Step 1620, Loss: 1.7550
  Step 1640, Loss: 1.9772
  Step 1660, Loss: 1.7961
